BATHROOMS,NUM_UNITS,ROOMS,BEDROOMS,REMODEL_YEAR,STORIES,PRICE,BUILDING_AREA,CONDITION,KITCHENS,FIREPLACES,LAND_AREA
2,1,7,4,2011,2,334000,1612,Good,1,3,5376
2,1,5,2,1960,2,83591,1176,Average,1,0,8066
2,1,6,4,2013,2,305000,1176,Good,1,0,1402
3,2,6,3,2013,1,280000,1152,Good,2,0,15142
3,1,8,3,2013,2,320000,1416,Good,1,0,2075
3,1,6,2,1960,2,259000,1122,Average,1,0,2711
1,1,6,3,1992,2,100000,1024,Average,1,0,4500
2,1,6,3,2005,2,183000,1024,Very Good,1,0,1230
2,1,6,2,1985,2,300000,832,Average,1,0,4367
2,1,6,2,1991,2,143000,832,Average,1,0,4513
2,1,6,3,2012,3,255000,720,Very Good,1,0,11628
1,1,4,2,2005,2,260000,824,Good,1,0,1693
2,1,8,4,1992,2,155000,1224,Average,1,0,2426
2,2,10,4,2015,2,220000,1672,Good,2,0,1800
2,1,7,2,2010,2.25,318000,1740,Good,1,0,1809
4,1,10,6,1992,2,170000,2031,Average,1,2,8250
3,2,8,4,2006,2,242900,1184,Very Good,2,0,10079
6,4,16,10,2012,3,337500,5172,Good,4,0,2232
2,1,6,3,2011,2,325000,1360,Average,1,0,1440
3,1,7,3,2015,2,315000,1428,Good,1,0,1049
2,2,12,6,1978,2,78374,1276,Average,2,0,12036
2,1,6,3,1978,2,165000,1388,Average,1,1,1154
3,1,6,3,1985,2,89000,1870,Average,1,0,1841
3,1,6,3,1985,2,82000,1870,Average,1,0,1090
3,1,6,3,2003,2,185000,1870,Average,1,0,2117
3,1,7,4,2014,2,285000,1957,Good,1,0,756
3,1,6,3,2015,2,490000,3102,Good,1,0,1075
2,1,6,3,1981,2,86896,1326,Average,1,0,2000
4,4,12,4,2008,2.25,330000,3060,Good,4,0,13833
4,4,8,5,1985,2,125000,3196,Average,4,0,9723
4,4,16,8,1986,2,14000,3196,Average,4,0,1600
4,4,16,8,2005,2.5,125000,3600,Good,4,0,1750
4,4,16,8,2007,2,489000,3600,Good,4,0,13589
4,4,16,8,1984,2.25,89000,3312,Average,4,0,4818
4,4,16,8,2014,2,343000,3600,Average,4,0,2025
4,4,16,8,1987,2,100000,4320,Average,4,0,1392
4,4,16,8,2005,3,605000,3600,Average,4,0,1327
4,4,16,8,2011,2,115000,3600,Good,4,0,2209
4,4,24,12,2010,2,250000,3600,Very Good,4,0,3600
5,5,14,5,2004,2,470000,2520,Average,5,0,6163
5,3,12,4,2013,2,399500,2520,Good,3,0,5300
4,4,12,4,1989,2,107000,2520,Average,4,0,5136
4,4,12,4,2002,2,380000,2520,Fair,4,0,4353
4,4,12,4,1992,1.5,84000,2520,Average,4,0,3500
4,4,12,4,1977,1.75,71000,2520,Average,4,0,4000
2,1,7,3,1945,3,98000,1080,Average,1,0,726
2,1,6,3,2005,2,420000,1307,Average,1,1,8838
1,1,6,3,1970,2,80000,1521,Average,1,0,5140
2,1,6,3,2017,3,445000,1472,Very Good,1,1,1733
1,1,6,3,1987,2.5,175000,1080,Average,1,0,4000
4,4,14,4,2012,2,170000,2436,Good,4,0,1686
4,4,14,6,2004,3,310000,3220,Average,4,0,3925
4,4,14,6,2017,2,417000,3220,Average,4,0,5109
3,2,8,4,2008,2,375000,1380,Good,2,0,7350
3,2,7,4,2005,2,365000,1332,Good,2,0,2470
3,1,7,4,2002,2,160000,1332,Average,1,0,10980
4,4,16,4,2017,2.5,550000,3480,Average,4,0,10500
1,1,6,2,2008,2,102000,1680,Average,1,0,39129
2,1,6,3,2015,2,319500,1162,Good,1,0,1604
4,3,12,4,2004,2,314000,2520,Average,3,0,1618
4,4,12,4,1984,2,65000,2520,Average,4,0,4800
4,4,12,4,1990,2,443000,2520,Average,4,0,1346
4,4,12,4,1972,2,117000,2520,Average,4,0,1095
4,4,12,4,1994,2,426000,2520,Average,4,0,1671
2,1,6,3,2009,2,242300,1260,Good,1,0,1243
2,1,6,3,1978,2,90000,1260,Average,1,0,2090
2,1,6,3,1978,2,62000,1260,Average,1,0,1440
2,1,6,3,2006,2.25,265000,1080,Average,1,0,1530
2,1,5,2,2005,2,190000,900,Average,1,0,963
3,1,8,3,2014,2,460000,1499,Very Good,1,1,8192
2,1,7,3,2016,2,498000,1092,Good,1,0,1592
2,1,7,2,2013,2,350000,1152,Good,1,0,1863
3,1,10,4,2016,2,290000,1996,Good,2,1,4365
3,3,9,3,2002,2,129000,1440,Average,3,0,4449
1,1,6,2,1980,2,194000,1152,Average,1,0,1800
2,1,8,3,2014,2,414600,1472,Good,1,2,2281
2,2,8,3,2010,2,224500,1292,Good,2,0,5324
2,1,5,2,2017,3,201101,1128,Good,1,0,693
2,1,5,2,1960,2,89900,928,Average,0,0,883
3,1,8,3,2016,2,449000,1116,Very Good,1,0,1037
2,1,7,3,2008,2,32900,1650,Fair,1,1,1162
3,1,9,4,2017,2,501000,1498,Very Good,1,0,1499
4,4,12,4,2016,2.5,445000,2176,Good,4,4,5000
4,4,12,4,2003,2,200000,2626,Average,4,0,4431
3,1,10,4,2012,2.5,170000,1648,Average,1,0,2284
4,1,8,4,2011,2,252450,1597,Good,1,0,1151
1,1,7,2,1989,2,309100,1760,Average,1,0,1693
2,1,7,3,2013,2,335000,1220,Good,1,0,917
2,1,5,2,2014,4,399800,1193,Good,1,1,900
2,1,7,4,2015,2,410000,1460,Good,2,0,1810
1,1,9,2,1971,2,136000,1232,Average,1,2,12967
3,1,6,3,1989,2,189000,1300,Good,1,1,1609
2,1,6,3,2015,2,330000,950,Good,1,0,1815
4,1,9,4,2015,3,500000,1980,Good,1,2,2561
2,1,6,3,2012,2,340000,1400,Good,1,2,1755
3,1,5,4,2016,2.5,335000,1128,Average,1,0,4160
3,1,8,4,2004,2,450000,1363,Average,1,0,1834
2,1,7,3,1982,2,370000,1261,Average,1,1,4439
2,2,8,2,1999,2,68665,2164,Average,2,0,2885
2,1,5,2,2013,2,290000,1264,Good,1,1,1963
2,1,7,2,2011,2,335000,1264,Average,1,1,4834
3,1,7,3,2016,2,415000,1088,Good,1,0,1114
3,1,7,3,1999,2,225000,1334,Good,1,0,7000
3,1,7,3,2003,2,265000,1334,Average,1,0,1825
3,1,7,3,2012,2,355000,1088,Good,1,0,13015
3,1,6,3,2013,2,370500,1258,Good,1,0,2500
4,4,13,4,2018,2,425000,3260,Average,4,0,1955
1,1,5,3,1976,2,189000,1092,Average,1,1,2590
2,1,6,3,1973,2,278000,1320,Good,1,1,2000
3,1,7,3,1976,3,450000,1320,Average,1,1,3560
2,1,8,4,1967,2.5,355000,1540,Good,1,1,2856
3,1,10,4,2003,2,154000,2241,Good,1,1,2148
3,1,11,3,2012,2,280000,1611,Average,1,2,5072
2,1,5,2,2003,3,249500,1105,Average,1,1,1233
5,4,16,9,2008,3,491000,3600,Good,5,0,1584
4,4,16,8,1988,2,500000,3600,Good,4,0,1640
4,4,16,8,1990,2,238000,2880,Average,4,0,941
2,1,6,3,2013,2.5,231000,1056,Average,1,0,3060
1,1,6,3,1989,2,75000,1056,Average,1,0,1615
1,1,6,3,1971,2,110500,1056,Fair,1,0,2400
1,1,7,3,1991,2,123500,1368,Average,1,1,2700
4,4,16,4,2012,2,355000,3480,Average,4,0,3025
4,1,6,3,2004,2,219000,1400,Average,1,0,1864
2,1,7,2,2015,2,250000,900,Good,1,0,1567
2,1,8,4,2015,2.5,512000,1140,Good,1,0,1406
3,2,10,4,2017,2,475000,1961,Good,2,0,1923
2,2,10,4,2011,2,115000,2143,Average,2,0,1734
2,2,8,4,2012,2,320000,1889,Average,2,0,1485
2,2,11,4,2016,2,515000,1873,Good,2,0,3504
2,2,11,4,2011,1,141750,1873,Good,2,0,6868
2,1,9,3,2001,1.75,139000,1359,Average,1,0,6178
3,1,6,3,1988,3,112000,1374,Average,1,0,998
4,1,7,3,2016,1.75,405000,1230,Very Good,1,0,2000
3,1,7,4,2005,3,133900,1632,Average,1,0,2250
3,1,6,4,2011,2,112880,1054,Good,1,0,1024
4,1,6,3,2014,1.75,117899,1440,Very Good,1,0,4185
2,1,6,3,1990,2,150000,960,Average,1,0,1024
2,2,6,3,2011,2,245000,1200,Average,2,0,1372
3,1,6,3,2010,1.75,215000,1120,Good,1,0,1024
2,1,6,3,2010,2,285000,1120,Good,1,0,4320
1,1,5,2,2002,2,125000,864,Average,1,0,2875
2,1,7,3,2017,2,215000,1152,Good,1,0,1500
2,1,6,3,2011,2,95000,1223,Average,1,0,1066
3,1,7,3,2005,2,165000,1223,Average,1,0,7988
2,1,6,3,2017,2,320000,1152,Good,1,0,5625
4,4,16,5,2006,2,289000,2944,Average,4,0,1634
1,1,5,2,1950,2,70000,905,Poor,1,0,2105
1,1,5,2,1950,2,62000,826,Average,1,0,2464
2,1,5,2,2013,2,196500,1128,Good,1,0,2765
3,1,9,4,2013,2,254000,1260,Good,1,0,9764
3,1,6,2,1979,2,95000,1240,Average,1,0,1781
2,1,6,3,1979,2,282000,1260,Average,1,0,1176
2,1,9,4,1982,2.5,203000,1536,Average,1,2,2276
2,1,11,4,1980,2,240000,1478,Average,1,1,3268
1,1,6,2,1983,2,165000,1148,Average,1,1,1116
3,1,7,3,2003,2,375000,1238,Good,1,1,3886
1,1,6,2,1971,2,239000,1124,Average,1,1,1753
2,1,6,3,2010,2,225000,1432,Average,1,0,764
3,1,7,3,2013,2,250000,1254,Good,1,0,2233
2,1,7,3,2013,2,290000,1254,Good,1,0,4300
2,1,5,3,2015,3,345000,1134,Good,1,0,1980
5,1,9,5,2017,2,635000,2014,Good,1,0,1023
2,1,7,5,2000,2,236600,1209,Average,1,2,950
2,2,14,6,1984,2,217000,1536,Average,2,1,1018
2,1,6,2,2002,2,329000,1134,Average,1,2,1489
2,1,7,3,2009,2,149000,1344,Good,1,1,1259
3,1,7,3,2012,2,315000,1901,Good,1,2,1440
2,1,8,5,2009,2,166000,1120,Good,1,0,1800
2,1,6,3,2011,2,125000,1120,Good,1,0,1805
2,2,8,4,2002,3,280000,1728,Average,2,0,2215
2,1,6,4,2016,2,484900,1570,Good,1,1,2756
3,1,5,3,2015,3,214500,1488,Good,1,1,7234
1,1,6,3,1984,2,125000,1734,Average,1,0,6743
2,1,5,3,2012,2,115000,1206,Good,1,0,4375
1,1,6,3,1992,2,355000,1554,Average,1,0,3249
4,1,8,4,2018,2,330000,1539,Good,1,0,1173
1,1,5,2,1950,2,49000,1128,Average,1,0,1666
2,1,5,1,1950,1.75,190000,1004,Average,1,0,1010
1,1,4,2,2017,2,300000,1128,Very Good,1,0,1800
2,1,7,3,2012,2,215000,1380,Good,1,0,2097
3,1,6,3,2017,2,500000,1254,Very Good,1,0,1840
2,1,8,3,2008,2,324500,1306,Good,2,0,1394
4,4,12,4,2016,2.25,480000,3360,Very Good,4,0,3667
4,4,20,4,1941,2,445000,2720,Average,4,0,1488
4,4,16,4,2018,2,425000,3440,Average,4,0,6651
4,4,16,4,1970,2,289000,2720,Average,4,0,1375
4,4,16,4,1970,2,140000,2720,Average,4,0,1862
4,3,16,4,2004,2,484500,3360,Average,4,0,4946
4,4,16,4,1970,2,140000,2800,Average,4,0,4700
2,1,7,3,2012,2,254000,1188,Good,1,1,2214
2,1,7,3,2013,2,229000,1152,Good,1,0,2020
2,1,8,3,1978,2,109500,1152,Average,1,0,4585
1,1,5,2,2013,2,100000,909,Good,1,1,2513
3,1,6,2,1999,2,126000,1148,Average,1,0,5700
2,1,5,2,2003,2,268000,1200,Good,1,0,4300
1,1,5,2,2003,3,162000,900,Average,1,0,1294
1,1,5,2,2006,2,243000,900,Good,1,0,825
2,1,6,3,2008,2,274000,1080,Average,1,0,3665
2,1,7,4,2009,2,300000,1716,Average,1,2,1200
3,1,7,3,2011,2,199000,1564,Good,1,1,1604
3,1,9,3,2002,2,516000,1699,Good,1,2,2618
1,1,6,3,2009,2,175000,1951,Good,1,1,7500
3,1,5,2,2003,2,139500,1782,Average,1,0,2200
2,1,10,4,2003,3,141000,1807,Good,1,0,57831
3,3,9,3,2014,2.5,225000,1782,Good,3,0,2500
3,1,9,3,1972,2,164500,1782,Average,1,0,2067
3,1,9,3,2016,2.5,390000,1782,Very Good,1,0,1758
1,1,6,2,2005,3,210000,900,Very Good,1,0,1617
4,1,7,4,2004,3,84500,3450,Very Good,1,0,1125
4,1,6,4,2008,2,330000,1804,Good,1,0,4950
1,1,7,3,2007,2.25,60000,1696,Good,1,0,7190
1,1,7,4,2017,2,270000,1360,Good,1,0,5449
1,1,6,3,2008,2,128000,1360,Average,1,0,2000
2,1,7,5,2008,2,350000,1820,Average,1,0,2036
3,1,8,3,2017,2,580000,1892,Very Good,1,0,2170
1,1,6,3,1979,3,69000,1806,Average,1,0,2176
2,1,7,3,2017,3,505000,2384,Good,1,1,2500
3,1,6,2,2014,2,204900,1055,Good,1,0,962
3,1,8,3,2018,2,440000,1890,Good,1,0,1992
3,1,6,3,2012,2,213000,1372,Average,1,0,1711
3,1,6,3,2013,2,271000,1240,Good,1,0,3000
2,1,6,3,2014,3,390000,1412,Very Good,1,0,1717
1,1,7,3,2011,1,215000,1372,Good,1,0,2430
3,1,9,3,2001,3,101500,1288,Average,1,0,1800
2,1,7,3,2012,2.5,255000,1100,Good,1,0,1450
1,1,6,3,2010,2,165000,1100,Good,1,0,758
2,1,6,3,2004,2,350000,1576,Good,1,0,5597
3,1,7,3,2018,3,370000,1188,Good,1,0,2603
2,1,6,4,2010,2,240000,1872,Good,1,0,2880
3,1,8,5,2005,3,399900,1755,Average,1,0,3433
2,1,7,3,1958,2,365000,1846,Good,1,0,1600
2,1,8,3,1971,1.5,105000,1206,Average,1,0,2313
3,1,6,3,2014,2,345000,1510,Good,1,0,2145
2,1,7,4,1980,2.25,121195,1584,Average,1,0,2720
3,1,10,3,2010,1.5,250000,1979,Good,1,0,1623
3,1,7,3,2012,2,449000,1802,Good,1,2,1307
3,1,8,3,2014,2.25,499000,1894,Good,1,2,2033
3,1,8,3,2017,2,430000,1596,Average,1,1,3738
3,1,9,4,1964,2,300000,2080,Average,1,2,2829
3,1,8,3,2005,2,250000,2080,Good,1,2,4340
3,1,10,4,2008,2,180000,2022,Average,1,1,1962
1,1,7,4,1970,2,175000,1116,Average,1,0,1736
1,1,9,6,1970,2,87000,1116,Average,1,0,2000
1,1,7,4,1970,2,235000,1152,Average,1,0,1716
1,1,7,3,1980,2,92000,1152,Average,1,0,4950
2,1,9,3,1960,2,115000,1152,Average,1,0,1580
2,1,6,3,1960,2,199500,1152,Average,1,0,13816
4,4,4,4,2007,2,387000,3368,Average,4,0,6500
4,4,16,4,2005,2,380000,2720,Average,4,0,8392
4,4,20,8,2010,3,375000,3440,Good,4,0,2000
4,4,20,8,2016,2.5,175199,3440,Good,4,0,1400
4,4,18,6,1941,2,425000,2720,Average,4,0,2400
2,1,7,3,2004,2,236000,1396,Average,1,0,1891
4,4,12,4,2018,2,605000,3360,Good,4,0,1800
4,4,12,4,1942,1.75,195000,2720,Average,4,0,818
2,2,6,2,1942,2,230000,1360,Average,2,0,1500
2,1,6,3,2018,2,466000,974,Good,1,0,3000
2,1,6,3,2004,2,224999,879,Average,1,0,975
2,1,7,4,2004,2,287000,872,Good,1,0,10451
4,1,7,4,2015,2,568000,1888,Good,1,1,2501
3,1,7,4,2005,2,560000,2112,Good,1,0,2070
1,1,7,3,2016,2,412000,1424,Good,1,0,1717
1,1,5,2,2014,2,170000,1040,Good,1,0,1568
1,1,7,3,1972,2,425000,1391,Average,1,0,800
2,1,6,3,2014,2,320000,1606,Good,1,1,753
4,1,7,4,2010,2,329900,2043,Good,1,0,641
3,1,8,4,2002,2,360000,1710,Good,1,1,2092
3,1,7,3,2010,2,209900,1260,Good,1,0,1193
2,1,7,4,1989,2.5,199990,1444,Average,1,0,2753
2,1,7,3,2017,2.5,362500,1140,Good,1,0,1372
3,1,6,3,2013,2,465000,1542,Good,1,1,6750
4,4,12,4,2016,2,457500,2720,Good,4,0,1725
4,4,12,4,1942,2,162000,3180,Average,4,0,1965
4,4,12,8,2010,2,360000,3440,Good,4,0,4123
4,4,12,4,2003,1,298500,3200,Good,4,0,4825
1,1,6,3,1979,2,98000,1024,Average,1,0,1549
2,1,8,3,2015,3,311000,1024,Good,1,0,1171
1,1,8,3,1975,2,229641,1152,Average,1,0,3000
2,1,6,4,2012,1.5,240000,1024,Very Good,1,0,7338
2,1,7,3,2006,2,320000,1024,Average,1,0,1537
2,1,7,3,2012,2,236000,1024,Average,1,0,1781
1,1,8,2,2003,2,135000,1388,Average,1,0,1906
1,1,6,3,2005,2,114900,1184,Average,1,0,1637
2,1,6,3,2005,2,292000,1320,Good,1,0,1920
2,1,6,3,2011,2,180000,1232,Average,1,0,1432
3,1,6,3,2014,3,320000,1216,Very Good,1,0,4832
1,3,6,3,2013,3,290000,960,Good,1,0,1163
3,1,11,4,2006,2,500000,1930,Average,1,0,2350
2,1,6,3,1977,3,360000,1444,Average,1,1,1200
2,1,6,3,2015,1,515000,1860,Average,1,2,2300
4,1,8,4,2007,2,500000,1960,Average,1,2,900
2,1,7,3,2017,2,290000,1368,Good,1,0,1200
2,1,7,3,2012,2,150980,1656,Average,1,0,1399
3,1,7,3,2005,2,539500,1344,Good,1,1,1416
2,1,6,3,1984,2,128374,1200,Average,1,1,3419
1,1,6,2,1990,2,150000,1276,Very Good,1,1,2306
2,1,5,2,2015,2,275000,1122,Good,1,2,6000
5,1,13,5,1960,3,275000,2445,Average,1,1,3791
2,1,9,4,1977,2,159000,1438,Average,1,1,1462
2,1,8,3,1978,2,260000,1296,Average,1,1,2063
3,1,10,3,2003,2.7,399000,1799,Good,1,1,3550
1,1,6,3,1981,2,315000,971,Average,1,0,1212
2,1,5,2,2014,2,399999,971,Good,1,0,2519
1,1,5,2,1990,2,319000,971,Average,1,0,1941
4,1,9,3,2016,2.5,550000,1898,Good,1,2,9911
4,1,11,4,2015,3,650000,2566,Good,1,4,5553
3,1,6,3,2011,1,520000,1701,Good,1,1,6300
3,1,8,2,1990,2,263000,1710,Good,1,2,1004
3,1,7,3,2012,2,399900,1632,Good,1,1,1298
2,1,6,2,2007,2,144500,1296,Average,1,1,2850
2,1,7,2,2005,2,347900,1338,Good,1,1,5940
4,1,6,3,1990,3,455000,1856,Good,1,2,555
2,1,5,2,2012,3,292680,1243,Good,1,0,2496
3,1,6,4,2008,2,409252,2232,Average,1,1,4063
3,1,6,3,2015,1.5,439500,1502,Good,1,1,665
3,1,8,3,2018,2,382000,1024,Good,1,0,2155
3,1,7,3,2010,2,335000,1088,Average,1,0,1497
3,1,7,4,2016,3,512000,1088,Good,1,1,1676
2,1,7,3,2013,2,315000,1088,Average,1,0,17591
3,1,7,4,2016,2,490000,1415,Good,1,1,10490
3,1,7,3,2001,2,400500,1689,Average,1,1,1403
2,1,6,3,1989,2,350000,1811,Average,1,1,1139
2,1,5,2,1960,1.5,219000,1106,Average,1,1,1250
2,1,8,3,2003,2,230000,1622,Average,1,1,5200
3,1,6,3,1990,3,455000,1395,Average,1,1,1800
3,1,7,3,2011,2,269000,1188,Average,1,0,1734
3,1,7,3,2011,2,310000,1284,Good,1,0,1356
4,4,16,8,2008,2,127456,2880,Average,4,0,1411
1,1,5,2,1986,2,137000,971,Average,1,0,1742
4,1,10,4,1977,2,565000,1972,Good,1,1,5880
4,1,10,4,2016,3,590000,1200,Very Good,1,1,1576
3,1,9,3,2010,2,352500,1662,Good,1,2,1620
1,1,6,3,1953,2,220000,1290,Fair,1,1,4280
1,1,5,2,2009,2,225750,1292,Good,1,0,5000
4,1,5,4,2009,1.5,259000,1440,Good,1,0,5000
3,1,6,3,2012,2,279000,1404,Good,1,0,1883
2,1,4,2,2016,2,345000,1018,Very Good,1,0,945
1,1,5,2,1990,2,200000,1138,Average,1,0,1360
3,1,6,3,2015,2,605000,2110,Good,2,1,2100
2,1,5,2,1998,2,140000,1604,Average,1,1,3732
3,1,12,6,2004,2.3,313001,1804,Good,1,2,2616
4,1,8,4,2004,1,332000,1967,Good,1,1,872
2,1,7,3,1994,2,129000,1064,Average,1,1,5447
2,1,6,2,2003,2,315000,1368,Average,1,1,1712
2,1,7,3,2016,2,300000,1152,Good,1,0,1700
2,1,6,3,2011,1.75,200000,1223,Good,1,0,3563
2,1,6,3,2005,2,255000,1223,Average,1,0,2126
1,1,8,3,1960,2,265000,900,Average,1,0,2427
1,1,5,2,2018,2,260000,900,Good,1,0,4681
1,1,5,2,1992,2,90000,900,Average,1,0,2378
2,1,6,2,2016,2,323000,1136,Good,1,0,2415
2,1,6,2,2009,2,195000,1080,Average,1,0,1500
3,1,6,3,2013,2,200000,1080,Good,1,0,1616
3,1,7,3,2012,2,65000,1286,Good,1,0,7265
4,1,6,4,2014,2,495000,1302,Very Good,1,0,494
3,1,6,3,2013,1,470000,1547,Very Good,1,0,1440
2,1,7,4,2002,2,245000,1760,Average,1,0,1816
2,1,6,3,2003,3,331075,1485,Good,1,2,2625
2,1,8,5,2017,2,355000,810,Good,1,0,1332
3,3,9,3,2003,2,321000,1296,Average,3,0,4323
2,2,6,2,2013,2,300000,1296,Good,2,0,3653
3,2,6,3,2016,2,429000,1296,Good,1,0,1160
3,1,6,3,2018,2,275000,1530,Good,1,0,1261
2,1,6,3,1988,2,109500,1200,Average,1,0,1600
2,1,8,4,2015,2,321230,2241,Good,1,1,4504
4,1,7,3,2015,2,584900,1972,Good,1,0,2374
3,1,7,3,2008,3,369600,1376,Good,1,1,625
1,1,7,3,1971,2,139000,1092,Average,1,1,1800
3,1,7,3,2009,2,287000,1793,Average,1,2,1147
2,1,7,4,2009,3,352000,2383,Average,1,1,2738
2,1,7,3,2009,1.5,299000,1570,Average,1,1,7331
3,1,6,3,2008,1.25,306000,2968,Average,1,0,2494
2,1,9,4,2012,2,240000,1558,Average,1,2,1754
2,1,9,3,2015,2.5,310000,1080,Good,1,0,2951
2,1,7,3,1979,2,222000,1700,Average,1,0,2915
4,4,12,4,1946,2,350000,3260,Average,4,0,8817
4,4,20,4,1988,3,227500,3312,Average,4,0,6250
4,4,16,4,2009,2,450000,3328,Good,4,0,2000
1,1,6,3,2012,1,80000,1020,Average,1,0,2404
1,1,6,3,2007,2,75000,1122,Average,1,0,3861
2,1,6,4,1973,2,190000,1213,Average,1,0,12800
2,1,7,3,2013,2,320000,1213,Very Good,1,0,9157
2,1,7,3,2011,2,200000,1293,Good,1,0,2000
2,1,6,3,1970,2,250000,1170,Average,1,0,1000
2,1,10,3,2004,2,265000,1278,Average,1,1,1574
2,1,6,2,1980,2.5,201000,1278,Very Good,0,0,4176
2,1,8,3,1979,2,271500,1182,Average,1,0,2709
2,1,6,3,1979,2.25,227500,1182,Average,1,0,4340
4,4,8,4,2005,2,475000,3360,Average,4,0,21374
3,2,8,4,2016,2,365000,1296,Good,1,0,2970
4,4,16,8,2012,2,390000,3206,Good,4,0,11866
3,1,8,4,2016,2,174900,1320,Good,1,0,1259
2,1,8,2,2005,2,240000,992,Average,1,0,5100
2,1,5,4,2005,3,240000,832,Average,1,0,847
1,1,5,2,2003,2,130935,832,Average,1,0,8253
1,1,7,2,2003,2,280000,880,Good,1,0,1520
3,1,5,2,2010,2,133500,832,Good,1,0,3077
2,1,6,3,2012,2,245000,832,Good,1,0,6283
1,1,6,2,1989,2,68200,832,Average,1,0,3117
2,1,5,2,2005,3,100300,832,Average,1,0,1179
3,1,7,4,2015,2,325000,1672,Good,1,1,1783
4,4,12,6,2009,3,375000,2990,Average,4,0,1804
2,1,9,4,2010,2,203000,1296,Good,1,1,1642
4,1,9,6,2005,2,375000,1423,Good,2,1,739
3,1,7,4,2013,2,363000,1245,Good,1,1,1440
4,1,7,4,2013,2,565000,1670,Good,2,0,2200
1,1,6,3,2013,2,270000,1080,Good,1,0,2588
2,1,9,3,2015,2,225000,950,Good,1,0,1600
3,1,10,5,2015,1.25,470000,2556,Good,1,1,1398
3,1,5,3,2012,2.5,377500,1248,Good,1,0,3838
3,1,8,4,2008,2.5,389000,2987,Average,1,1,1939
2,1,6,3,2002,4,190000,1088,Average,1,0,2298
2,1,8,3,2006,2,325000,1056,Average,1,0,3164
2,1,6,3,2017,2,250000,1024,Average,1,0,1416
2,1,6,3,2015,3,339900,1024,Good,1,0,1600
2,1,6,3,2012,2,205000,1024,Good,1,0,979
1,1,7,3,2003,2,148900,1024,Average,1,0,1800
3,1,7,3,2011,2,212000,1024,Average,1,0,1613
3,1,6,3,2012,2,351000,1668,Good,1,1,2000
2,1,6,2,1983,2,233000,1092,Average,1,0,8751
3,1,9,3,1991,2,575000,1728,Good,1,1,1700
3,1,6,3,1966,2,382700,1260,Average,1,1,1564
3,1,6,3,1978,2,225000,1325,Average,1,1,4290
3,1,7,4,2005,2,469000,1595,Good,1,1,2000
3,1,7,5,2014,2,200000,1660,Good,1,1,1208
3,1,11,5,2015,2,680625,2434,Very Good,1,1,1152
2,1,7,3,2012,1,410000,1530,Good,1,1,7837
3,1,11,6,2015,2,400000,1604,Good,1,1,4000
3,1,7,3,2012,2,178500,1691,Good,1,2,1150
2,1,6,2,2011,2,175000,1344,Good,1,1,3109
2,1,7,3,1985,3,230000,1090,Average,1,1,2750
2,1,7,2,1995,2,399000,1047,Good,1,1,1938
2,1,7,3,2009,2,415000,1540,Average,1,2,7500
2,1,7,3,1995,2,157500,1764,Average,1,1,2500
2,1,6,3,1973,2,317500,1571,Average,1,1,3548
4,1,9,4,1975,2,179500,2158,Average,1,2,1445
4,1,10,5,2011,2,161525,2101,Good,1,1,800
3,1,7,3,1989,2,399900,1020,Average,1,1,1491
2,1,6,3,1988,2,408000,1117,Average,1,1,2167
2,1,5,3,2015,2.25,465900,1496,Good,1,1,2384
2,1,6,3,2012,2,325000,1248,Average,1,1,3333
3,1,7,4,2009,2,343563,1716,Good,1,2,1864
3,1,7,4,2009,2,480000,1802,Average,1,1,1642
1,1,6,3,2013,2,267000,1598,Good,1,0,3116
2,1,6,3,2008,2,290000,1326,Good,1,0,8100
2,1,8,3,2013,2,175000,1598,Average,1,0,11425
6,4,20,12,1991,2,522000,3196,Average,4,0,1375
4,4,20,4,2012,2,365000,3196,Good,4,0,1734
4,4,12,4,2013,2,160990,3196,Good,4,0,933
4,4,8,7,1986,2,177000,3196,Average,4,0,2100
4,4,8,7,1990,2,385000,2652,Average,4,0,2420
4,4,16,4,2004,2,250000,3196,Good,4,0,2400
3,1,7,3,2017,2,330000,1598,Good,2,0,5554
2,1,7,4,1979,2,331500,1326,Average,2,0,1270
2,1,7,4,1981,2,157500,1326,Average,2,0,4382
2,1,7,4,2012,2,82000,1598,Good,2,0,2150
3,1,8,3,2011,2,443000,1302,Good,1,2,1980
4,1,9,4,2016,2,565000,1531,Good,1,0,888
3,1,10,6,2004,2,420000,2417,Average,1,1,8050
3,1,9,3,2013,1.5,440000,2412,Good,1,0,8058
3,1,8,3,2012,3,402000,1372,Good,1,1,2416
2,1,6,3,2008,2,275000,1040,Good,1,0,2003
4,4,16,8,2011,2,575000,3080,Average,4,0,1211
2,1,9,5,1995,2,375000,1715,Good,1,0,2720
4,1,9,5,2018,2,640000,1260,Very Good,1,1,2400
2,1,8,4,2015,2,430000,1218,Good,1,0,5000
3,1,8,3,1996,2.5,160500,660,Average,1,1,1788
2,1,6,3,2014,2,320000,1140,Good,1,0,5553
2,1,6,3,1990,2,277950,1140,Average,1,0,6450
2,1,5,2,2008,2,220000,1590,Good,1,1,1440
1,1,4,2,2015,3,100000,1065,Good,1,0,2220
2,1,8,5,2003,2,280000,1604,Average,1,0,5018
1,1,6,3,1994,2,94500,1298,Average,3,0,1528
3,1,7,4,2013,2,435000,1754,Very Good,1,0,5100
2,1,5,3,2017,2,345000,1664,Good,1,0,1360
1,1,6,3,2004,3,249997,1664,Average,1,4,7013
